320991	0.00	0.00	0.00
341022	4.00	0.00	0.00
361050	4.00	0.00	0.00
381077	4.00	0.00	0.00
401119	4.00	0.00	0.00
421146	4.00	0.00	0.00
441173	4.00	0.00	0.00
461215	4.00	0.00	0.00
481241	4.00	0.00	0.00
501267	4.00	0.00	0.00
521309	4.00	0.00	0.00
541335	4.00	0.00	0.00
561361	4.00	0.00	0.00
581387	4.00	0.00	0.00
601429	4.00	0.00	0.00
621455	4.00	0.00	0.00
641481	4.00	0.00	0.00
661523	4.00	0.00	0.00
681548	4.00	0.00	0.00
701573	4.00	0.00	0.00
721615	4.00	0.00	0.00
741641	4.00	0.00	0.00
761667	4.00	0.00	0.00
781709	4.00	0.00	0.00
801734	4.00	0.00	0.00
821760	4.00	0.00	0.00
841786	4.00	0.00	0.00
861828	4.00	0.00	0.00
881854	4.00	0.00	0.00
901880	4.00	0.00	0.00
921922	4.00	0.00	0.00
941948	4.00	0.00	0.00
961974	4.00	0.00	0.00
982016	4.00	0.00	0.00
1002042	0.00	0.00	0.00
1022067	0.00	0.00	0.00
1042108	0.00	0.00	0.00
1062133	0.00	0.00	0.00
1082158	0.00	0.00	0.00
1102183	0.00	0.00	0.00
1122224	0.00	0.00	0.00
1142248	0.00	0.00	0.00
1162273	0.00	0.00	0.00
1182314	0.00	0.00	0.00
1202339	0.00	0.00	0.00
1222364	0.00	0.00	0.00
1242388	0.00	0.00	0.00
1262429	0.00	0.00	0.00
1282454	0.00	0.00	0.00
1302479	0.00	0.00	0.00
1322520	0.00	0.00	0.00
1342545	0.00	0.00	0.00
1362570	0.00	0.00	0.00
1382610	0.00	0.00	0.00
1402635	0.00	0.00	0.00
1422660	0.00	0.00	0.00
1442684	0.00	0.00	0.00
1462725	0.00	0.00	0.00
1482750	0.00	0.00	0.00
1502775	0.00	0.00	0.00
1522816	0.00	0.00	0.00
1542841	0.00	0.00	0.00
1562866	0.00	0.00	0.00
1582907	0.00	0.00	0.00
1602932	0.00	0.00	0.00
1622957	0.00	0.00	0.00
1642982	0.00	0.00	0.00
1663023	0.00	0.00	0.00
1683048	0.00	0.00	0.00
1703073	0.00	0.00	0.00
1723114	0.00	0.00	0.00
1743139	0.00	0.00	0.00
1763164	0.00	0.00	0.00
1783189	0.00	0.00	0.00
1803229	0.00	0.00	0.00
1823254	0.00	0.00	0.00
1843279	0.00	0.00	0.00
1863320	0.00	0.00	0.00
1883345	0.00	0.00	0.00
1903370	0.00	0.00	0.00
1923410	0.00	0.00	0.00
1943435	0.00	0.00	0.00
1963460	0.00	0.00	0.00
1983484	0.00	0.00	0.00
2003525	4.00	0.00	0.00
2023551	4.00	0.00	0.00
2043577	4.00	0.00	0.00
2063619	4.00	0.00	0.00
2083645	4.00	0.00	0.00
2103671	4.00	0.00	0.00
2123713	4.00	0.00	0.00
2143739	4.00	0.00	0.00
2163765	4.00	0.00	0.00
2183807	4.00	0.00	0.00
2203833	4.00	0.00	0.00
2223859	4.00	0.00	0.00
2243885	4.00	0.00	0.00
2263926	4.00	0.00	0.00
2283952	4.00	0.00	0.00
2303978	4.00	0.00	0.00
2324020	4.00	0.00	0.00
2344046	4.00	0.00	0.00
2364072	4.00	0.00	0.00
2384114	4.00	0.00	0.00
2404139	4.00	0.00	0.00
2424165	4.00	0.00	0.00
2444207	4.00	0.00	0.00
2464232	4.00	0.00	0.00
2484258	4.00	0.00	0.00
2504284	4.00	0.00	0.00
2524325	4.00	0.00	0.00
2544351	4.00	0.00	0.00
2564376	4.00	0.00	0.00
2584418	4.00	0.00	0.00
2604444	4.00	0.00	0.00
2624470	4.00	0.00	0.00
2644512	4.00	0.00	0.00
2664538	4.00	0.00	0.00
2684564	4.00	0.00	0.00
2704590	4.00	0.00	0.00
2724632	4.00	0.00	0.00
2744658	4.00	0.00	0.00
2764684	4.00	0.00	0.00
2784726	4.00	0.00	0.00
2804752	4.00	0.00	0.00
2824777	4.00	0.00	0.00
2844819	4.00	0.00	0.00
2864845	4.00	0.00	0.00
2884871	4.00	0.00	0.00
2904913	4.00	0.00	0.00
2924939	4.00	0.00	0.00
2944965	4.00	0.00	0.00
2965007	4.00	0.00	0.00
2985033	4.00	0.00	0.00
3005059	0.00	0.00	0.00
3025084	0.00	0.00	0.00
3045125	0.00	0.00	0.00
3065149	0.00	0.00	0.00
3085175	0.00	0.00	0.00
3105215	0.00	0.00	0.00
3125240	0.00	0.00	0.00
3145264	0.00	0.00	0.00
3165289	0.00	0.00	0.00
3185329	0.00	0.00	0.00
3205354	0.00	0.00	0.00
3225379	0.00	0.00	0.00
3245420	0.00	0.00	0.00
3265445	0.00	0.00	0.00
3285470	0.00	0.00	0.00
3305511	0.00	0.00	0.00
3325536	0.00	0.00	0.00
3345561	0.00	0.00	0.00
3365586	0.00	0.00	0.00
3385627	0.00	0.00	0.00
3405652	0.00	0.00	0.00
3425677	0.00	0.00	0.00
3445718	0.00	0.00	0.00
3465743	0.00	0.00	0.00
3485767	0.00	0.00	0.00
3505808	0.00	0.00	0.00
3525833	0.00	0.00	0.00
3545857	0.00	0.00	0.00
3565882	0.00	0.00	0.00
3585923	0.00	0.00	0.00
3605948	0.00	0.00	0.00
3625973	0.00	0.00	0.00
3646014	0.00	0.00	0.00
3666039	0.00	0.00	0.00
3686064	0.00	0.00	0.00
3706089	0.00	0.00	0.00
3726129	0.00	0.00	0.00
3746154	0.00	0.00	0.00
3766180	0.00	0.00	0.00
3786221	0.00	0.00	0.00
3806246	0.00	0.00	0.00
3826271	0.00	0.00	0.00
3846311	0.00	0.00	0.00
3866336	0.00	0.00	0.00
3886361	0.00	0.00	0.00
3906385	0.00	0.00	0.00
3926426	0.00	0.00	0.00
3946451	0.00	0.00	0.00
3966476	0.00	0.00	0.00
3986517	0.00	0.00	0.00
4006542	4.00	0.00	0.00
4026568	4.00	0.00	0.00
4046610	4.00	0.00	0.00
4066636	4.00	0.00	0.00
4086662	4.00	0.00	0.00
4106688	4.00	0.00	0.00
4126730	4.00	0.00	0.00
4146755	4.00	0.00	0.00
4166780	4.00	0.00	0.00
4186822	4.00	0.00	0.00
4206848	4.00	0.00	0.00
4226874	4.00	0.00	0.00
4246916	4.00	0.00	0.00
4266942	4.00	0.00	0.00
4286968	4.00	0.00	0.00
4307010	4.00	0.00	0.00
4327036	4.00	0.00	0.00
4347062	4.00	0.00	0.00
4367088	4.00	0.00	0.00
4387130	4.00	0.00	0.00
4407156	4.00	0.00	0.00
4427182	4.00	0.00	0.00
4447224	4.00	0.00	0.00
4467250	4.00	0.00	0.00
4487276	4.00	0.00	0.00
4507318	4.00	0.00	0.00
4527344	4.00	0.00	0.00
4547370	4.00	0.00	0.00
4567412	4.00	0.00	0.00
4587438	4.00	0.00	0.00
4607464	4.00	0.00	0.00
4627490	4.00	0.00	0.00
4647531	4.00	0.00	0.00
4667557	4.00	0.00	0.00
4687583	4.00	0.00	0.00
4707625	4.00	0.00	0.00
4727651	4.00	0.00	0.00
4747677	4.00	0.00	0.00
4767719	4.00	0.00	0.00
4787745	4.00	0.00	0.00
4807771	4.00	0.00	0.00
4827813	4.00	0.00	0.00
4847839	4.00	0.00	0.00
4867865	4.00	0.00	0.00
4887907	4.00	0.00	0.00
4907933	4.00	0.00	0.00
4927959	4.00	0.00	0.00
4947985	4.00	0.00	0.00
4968027	4.00	0.00	0.00
4988053	4.00	0.00	0.00
5008079	0.00	0.00	0.00
5028120	0.00	0.00	0.00
5048144	0.00	0.00	0.00
5068169	0.00	0.00	0.00
5088210	0.00	0.00	0.00
5108235	0.00	0.00	0.00
5128260	0.00	0.00	0.00
5148285	0.00	0.00	0.00
5168325	0.00	0.00	0.00
5188350	0.00	0.00	0.00
5208375	0.00	0.00	0.00
5228416	0.00	0.00	0.00
5248441	0.00	0.00	0.00
5268466	0.00	0.00	0.00
5288507	0.00	0.00	0.00
5308531	0.00	0.00	0.00
5328556	0.00	0.00	0.00
5348581	0.00	0.00	0.00
5368622	0.00	0.00	0.00
5388647	0.00	0.00	0.00
5408672	0.00	0.00	0.00
5428713	0.00	0.00	0.00
5448738	0.00	0.00	0.00
5468763	0.00	0.00	0.00
5488787	0.00	0.00	0.00
5508828	0.00	0.00	0.00
5528853	0.00	0.00	0.00
5548878	0.00	0.00	0.00
5568919	0.00	0.00	0.00
5588944	0.00	0.00	0.00
5608969	0.00	0.00	0.00
5629010	0.00	0.00	0.00
5649034	0.00	0.00	0.00
5669059	0.00	0.00	0.00
5689084	0.00	0.00	0.00
5709125	0.00	0.00	0.00
5729150	0.00	0.00	0.00
5749175	0.00	0.00	0.00
5769216	0.00	0.00	0.00
5789241	0.00	0.00	0.00
5809266	0.00	0.00	0.00
5829290	0.00	0.00	0.00
5849331	0.00	0.00	0.00
5869356	0.00	0.00	0.00
5889381	0.00	0.00	0.00
5909422	0.00	0.00	0.00
5929447	0.00	0.00	0.00
5949472	0.00	0.00	0.00
5969513	0.00	0.00	0.00
5989538	0.00	0.00	0.00
6009563	4.00	0.00	0.00
6029589	4.00	0.00	0.00
6049631	4.00	0.00	0.00
6069657	4.00	0.00	0.00
6089683	4.00	0.00	0.00
