0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00,0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00,0.000e+00, 547084
0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00,0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00,0.000e+00, 557175
0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00,0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00,0.000e+00, 567264
0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00,0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00,0.000e+00, 577353
0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00,0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00,0.000e+00, 587442
0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00,0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00,0.000e+00, 597531
0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00,0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00,0.000e+00, 607619
0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00,0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00,0.000e+00, 617708
0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00,0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00,0.000e+00, 627796
0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00,0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00,0.000e+00, 637886
0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00,0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00,0.000e+00, 647976
0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00,0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00,0.000e+00, 658076
0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00,0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00,0.000e+00, 668164
0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00,0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00,0.000e+00, 678255
0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00,0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00,0.000e+00, 688343
0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00,0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00,0.000e+00, 698431
0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00,0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00,0.000e+00, 708520
0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00,0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00,0.000e+00, 718609
0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00,0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00,0.000e+00, 728697
0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00,0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00,0.000e+00, 738786
0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00,0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00,0.000e+00, 748877
0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00,0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00,0.000e+00, 758965
0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00,0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00,0.000e+00, 769065
0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00,0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00,0.000e+00, 779156
0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00,0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00,0.000e+00, 789245
0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00,0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00,0.000e+00, 799335
0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00,0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00,0.000e+00, 809424
0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00,0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00,0.000e+00, 819512
